ID,korisnik,aktivnost,datum,trajanje_min,kalorije,otkucaji,deleted
435,Filip Matić,Joga,2025-03-17,125,364,188,0
436,Kristina Simić,Teretana,2025-09-16,92,908,200,0
437,Miloš Vukić,Trčanje,2024-09-11,118,229,68,0
438,Teodora Petrović,Trčanje,2025-06-22,150,658,187,0
439,Vesna Simić,Joga,2025-09-30,107,1034,72,0
440,Aleksandar Petrović,Teretana,2025-08-22,103,1268,152,0
441,Tanja Radanović,Joga,2025-02-21,154,1091,196,0
442,Nemanja Kovačević,Biciklizam,2024-12-05,142,873,199,0
443,Vladimir Vukić,Trčanje,2025-10-18,61,852,180,0
444,Stefan Tadić,Joga,2025-02-10,64,722,189,0
445,Nemanja Božić,Plivanje,2025-05-16,21,211,191,0
446,Dragana Knežević,Teretana,2024-06-16,157,639,178,0
447,Dragana Popović,Trčanje,2025-11-21,42,1027,198,0
448,Petar Nikolić,Teretana,2024-10-28,76,1127,143,0
449,Luka Radanović,Joga,2024-10-06,33,428,192,0
450,Ana Ristić,Joga,2024-04-01,47,1013,65,0
451,Marko Tadić,Biciklizam,2024-04-19,163,945,135,0
452,Stefanija Stanković,Joga,2025-12-16,129,577,97,0
453,Miloš Stanković,Trčanje,2025-08-01,36,644,156,0
454,Petar Božić,Plivanje,2025-09-22,144,307,95,0
455,Ana Radović,Biciklizam,2025-09-11,26,149,73,0
456,Marko Božić,Trčanje,2025-09-06,166,1278,171,0
457,Marko Dimitrijević,Teretana,2024-05-10,96,1261,162,0
458,Vladimir Miladinović,Joga,2025-12-11,93,771,124,0
459,Vesna Stojić,Teretana,2024-02-24,27,955,158,0
460,Teodora Ilić,Joga,2024-04-05,111,548,173,0
461,Kristina Vukić,Plivanje,2025-04-28,109,474,105,0
462,Jelena Jovanović,Biciklizam,2024-04-04,88,268,177,0
463,Aleksa Radanović,Plivanje,2024-02-05,17,280,132,0
464,Dragana Nikolić,Biciklizam,2025-05-23,169,264,62,0
465,Vesna Popović,Joga,2024-07-25,113,192,105,0
466,Teodora Jovanović,Trčanje,2024-09-03,79,270,184,0
467,Marko Pavlović,Biciklizam,2024-08-22,55,1170,65,0
468,Ivana Vuković,Teretana,2025-01-03,95,897,129,0
469,Dragana Pavlović,Plivanje,2024-12-17,112,1107,87,0
470,Milica Lukić,Teretana,2025-09-03,33,1186,165,0
471,Marija Marković,Trčanje,2025-06-10,158,173,162,0
472,Stefan Petrović,Plivanje,2025-09-06,38,108,102,0
473,Ivana Tadić,Trčanje,2024-03-25,32,1441,95,0
474,Marija Lukić,Biciklizam,2025-05-13,34,141,170,0
475,Dragana Milošević,Joga,2025-04-22,90,235,99,0
476,Miloš Knežević,Biciklizam,2024-07-12,83,864,148,0
477,Nemanja Tadić,Plivanje,2024-09-24,11,395,172,0
478,Dragana Vukić,Plivanje,2024-08-20,42,704,87,0
479,Marko Janković,Trčanje,2025-06-01,35,692,86,0
480,Kristina Jovanović,Teretana,2024-06-26,44,525,79,0
481,Milica Vuković,Biciklizam,2025-01-08,69,723,108,0
482,Marija Popović,Teretana,2025-12-19,167,633,123,0
483,Jovana Tadić,Plivanje,2025-08-22,101,660,102,0
484,Stefanija Popović,Trčanje,2025-01-13,86,474,130,0
485,Tanja Ristić,Trčanje,2024-07-14,169,1382,84,0
486,Vesna Stanković,Joga,2025-08-29,160,1062,145,0
487,Kristina Aleksić,Plivanje,2024-08-09,12,260,140,0
488,Luka Stanković,Joga,2024-02-16,30,1288,158,0
489,Nemanja Đorđević,Teretana,2024-11-21,56,840,167,0
490,Marija Pavlović,Teretana,2025-10-18,20,960,112,0
491,Ana Stanković,Biciklizam,2024-06-27,16,1254,196,0
492,Marko Vuković,Teretana,2025-01-25,121,1190,97,0
493,Ana Ilić,Plivanje,2024-10-30,54,648,124,0
494,Aleksa Pavlović,Plivanje,2024-05-05,39,473,191,0
495,Ana Lukić,Plivanje,2024-03-02,136,817,163,0
496,Katarina Vukić,Plivanje,2024-12-27,48,912,139,0
497,Nikolina Vuković,Joga,2024-09-17,136,1074,151,0
498,Vladimir Stojić,Teretana,2025-05-13,78,1335,155,0
499,Milica Ristić,Biciklizam,2025-07-27,135,1178,163,0
500,Ivana Ilić,Biciklizam,2024-10-06,91,674,128,0
501,Aleksa Popović,Plivanje,2025-08-01,151,313,199,0
502,Aleksa Dimitrijević,Teretana,2025-08-25,103,641,89,0
503,Vesna Aleksić,Plivanje,2024-10-16,34,923,191,0
504,Filip Božić,Biciklizam,2024-11-19,59,1245,93,0
505,Marija Petrović,Plivanje,2024-07-01,29,520,155,0
506,Stefan Jovanović,Plivanje,2025-10-10,143,1362,182,0
507,Filip Nikolić,Teretana,2025-11-06,18,1381,86,0
508,Sara Pavlović,Joga,2025-10-19,159,331,98,0
509,Aleksandar Simić,Teretana,2024-11-06,26,786,92,0
510,Miloš Miladinović,Plivanje,2024-12-27,22,1426,158,0
511,Milica Miladinović,Joga,2024-10-05,58,1421,191,0
512,Filip Simić,Biciklizam,2024-01-24,146,1431,189,0
513,Kristina Radović,Joga,2024-12-22,25,530,180,0
514,Tanja Marković,Trčanje,2025-11-15,120,1128,102,0
515,Aleksandar Vuković,Joga,2024-08-28,50,1293,193,0
516,Sara Jovanović,Biciklizam,2024-12-06,33,212,161,0
517,Jelena Radanović,Biciklizam,2025-01-07,15,434,186,0
518,Aleksandar Đorđević,Biciklizam,2025-09-14,62,301,86,0
519,Danijel Marković,Teretana,2025-04-08,175,663,96,0
520,Milan Vasić,Plivanje,2025-02-04,103,124,132,0
521,Nemanja Vuković,Joga,2025-02-22,115,119,198,0
522,Jovana Aleksić,Trčanje,2024-02-12,24,1016,114,0
523,Marko Vukić,Joga,2024-07-22,76,520,71,0
524,Vesna Marković,Teretana,2024-05-01,33,993,106,0
525,Nikolina Ilić,Biciklizam,2025-08-25,86,914,190,0
526,Petar Jovanović,Trčanje,2024-07-09,135,1447,89,0
527,Katarina Petrović,Trčanje,2025-10-16,102,853,61,0
528,Vladimir Marković,Trčanje,2025-08-14,146,549,130,0
529,Marko Aleksić,Plivanje,2024-12-19,109,386,125,0
530,Nemanja Simić,Joga,2025-12-22,63,912,171,0
531,Jovana Knežević,Joga,2025-11-16,152,56,97,0
532,Aleksandar Lukić,Biciklizam,2025-04-25,135,862,183,0
533,Kristina Ristić,Biciklizam,2024-07-03,94,825,127,0
534,Stefanija Radović,Joga,2024-11-28,75,233,65,0
535,Sara Knežević,Joga,2025-08-16,140,421,188,0
536,Stefanija Simić,Trčanje,2024-05-11,25,449,173,0
537,Tanja Đorđević,Joga,2025-05-10,166,1456,136,0
538,Filip Pavlović,Biciklizam,2025-07-29,109,1162,83,0
539,Aleksa Milošević,Trčanje,2025-02-24,104,1148,62,0
540,Ana Jovanović,Biciklizam,2024-03-21,65,330,172,0
541,Milica Milenković,Trčanje,2024-05-23,53,699,142,0
542,Luka Kovačević,Joga,2025-01-28,42,864,60,0
543,Nikolina Milošević,Trčanje,2024-04-21,22,144,198,0
544,Marko Petrović,Trčanje,2025-10-15,110,929,103,0
545,Marko Ristić,Plivanje,2024-09-19,27,483,70,0
546,Marko Popović,Trčanje,2025-01-27,92,768,78,0
547,Katarina Božić,Plivanje,2024-09-11,13,435,101,0
548,Ivana Dimitrijević,Biciklizam,2025-12-19,93,1053,91,0
549,Nemanja Radanović,Trčanje,2025-09-28,121,797,71,0
550,Ivana Matić,Trčanje,2025-12-24,145,272,131,0
551,Nikolina Marković,Plivanje,2025-04-10,164,403,115,0
552,Petar Dimitrijević,Joga,2025-01-05,101,491,156,0
553,Sara Ristić,Trčanje,2024-04-20,99,767,109,0
554,Ivana Stojić,Trčanje,2025-02-14,118,766,170,0
555,Ivana Lukić,Biciklizam,2025-05-23,132,853,99,0
556,Petar Kovačević,Plivanje,2024-09-03,72,369,92,0
557,Katarina Aleksić,Plivanje,2024-01-25,123,1255,148,0
558,Jovana Radanović,Trčanje,2025-05-09,37,521,183,0
559,Danijel Kovačević,Teretana,2024-05-11,143,250,62,0
560,Dragana Vuković,Joga,2025-09-06,99,152,136,0
561,Jovana Pavlović,Biciklizam,2025-12-18,26,1496,165,0
562,Marija Miladinović,Joga,2024-10-12,101,1250,141,0
563,Milan Božić,Biciklizam,2025-05-15,74,1267,70,0
564,Ivana Vukić,Teretana,2024-02-04,178,156,100,0
565,Tanja Vuković,Joga,2025-08-25,55,291,142,0
566,Jelena Vasić,Plivanje,2024-02-27,174,348,170,0
567,Nemanja Petrović,Plivanje,2025-12-07,125,1175,65,0
568,Ivana Ristić,Joga,2024-07-14,69,200,135,0
569,Vesna Milenković,Plivanje,2024-05-27,87,447,118,0
570,Jovana Miladinović,Joga,2024-06-16,123,137,148,0
571,Kristina Kovačević,Plivanje,2024-10-22,57,558,197,0
572,Milan Jovanović,Biciklizam,2024-09-13,46,730,129,0
573,Nikola Vukić,Joga,2024-10-15,26,1440,81,0
574,Katarina Vasić,Plivanje,2025-05-29,142,462,133,0
575,Milan Miladinović,Joga,2025-12-05,79,567,153,0
576,Stefan Nikolić,Plivanje,2024-12-23,50,1140,111,0
577,Luka Đorđević,Plivanje,2025-01-30,40,494,142,0
578,Dragana Petrović,Biciklizam,2025-08-12,126,1496,76,0
579,Jovana Dimitrijević,Teretana,2025-06-16,176,1268,167,0
580,Jovana Radović,Plivanje,2025-09-29,69,306,131,0
581,Dragana Miladinović,Plivanje,2024-02-23,106,371,156,0
582,Nikola Jovanović,Biciklizam,2025-11-17,148,62,85,0
583,Vladimir Petrović,Plivanje,2024-07-30,76,978,88,0
584,Petar Janković,Biciklizam,2024-01-02,23,424,78,0
585,Tanja Matić,Biciklizam,2024-06-15,67,612,67,0
586,Katarina Vuković,Biciklizam,2024-11-19,148,868,169,0
587,Marko Matić,Teretana,2025-05-09,92,297,80,0
588,Jelena Matić,Trčanje,2024-11-21,93,160,62,0
589,Miloš Aleksić,Trčanje,2025-10-18,68,660,101,0
590,Aleksa Matić,Plivanje,2025-01-18,152,324,168,0
591,Stefanija Radanović,Plivanje,2024-07-02,12,1016,145,0
592,Marija Ilić,Trčanje,2025-07-24,49,522,113,0
593,Miloš Popović,Trčanje,2025-09-18,15,821,123,0
594,Milan Kovačević,Teretana,2025-10-05,54,78,141,0
595,Sara Janković,Trčanje,2024-08-29,142,1241,127,0
596,Luka Božić,Trčanje,2024-11-19,26,1264,151,0
597,Milica Vukić,Biciklizam,2025-06-16,97,1291,103,0
598,Milica Božić,Teretana,2025-10-20,153,471,104,0
599,Marija Đorđević,Biciklizam,2024-07-30,152,1412,179,0
600,Nikola Radović,Plivanje,2024-03-07,40,331,167,0
601,Luka Jovanović,Joga,2025-10-07,15,654,60,0
602,Danijel Janković,Biciklizam,2024-10-23,107,351,119,0
603,Nikolina Dimitrijević,Joga,2025-02-01,27,990,155,0
604,Stefan Radović,Joga,2024-01-03,85,1174,124,0
605,Luka Petrović,Plivanje,2025-04-07,73,695,194,0
606,Stefanija Đorđević,Trčanje,2025-01-16,37,280,177,0
607,Marko Radović,Joga,2025-12-24,44,763,176,0
608,Sara Petrović,Joga,2024-08-11,149,1116,187,0
609,Sara Radović,Biciklizam,2024-10-31,49,740,96,0
610,Vesna Božić,Plivanje,2025-05-09,85,984,86,0
611,Dragana Božić,Joga,2025-02-03,160,1067,153,0
612,Ivana Janković,Plivanje,2024-04-26,21,130,65,0
613,Vesna Knežević,Biciklizam,2025-09-25,68,384,139,0
614,Marija Vuković,Teretana,2025-12-07,142,99,184,0
615,Danijel Milenković,Plivanje,2024-06-16,138,804,109,0
616,Teodora Ristić,Plivanje,2024-03-04,38,499,106,0
617,Jelena Vukić,Teretana,2024-11-04,108,308,109,0
618,Filip Stojić,Trčanje,2025-04-24,155,1457,138,0
619,Ivana Popović,Joga,2024-11-26,71,258,198,0
620,Sara Tadić,Biciklizam,2024-06-08,151,1235,198,0
621,Jelena Lukić,Trčanje,2024-08-08,166,1459,113,0
622,Petar Miladinović,Plivanje,2025-10-29,129,614,84,0
623,Teodora Vasić,Trčanje,2024-02-14,108,285,170,0
624,Miloš Radović,Joga,2025-06-12,118,1197,62,0
625,Nikolina Ristić,Plivanje,2024-11-15,123,1431,91,0
626,Aleksa Kovačević,Plivanje,2025-08-31,117,1210,72,0
627,Filip Jovanović,Joga,2024-12-24,29,103,61,0
628,Marija Radanović,Teretana,2025-01-27,162,1322,119,0
629,Nikola Vasić,Biciklizam,2024-08-10,74,1313,93,0
630,Petar Milenković,Plivanje,2024-01-03,24,79,102,0
631,Nemanja Popović,Teretana,2024-12-25,144,949,168,0
632,Ivana Miladinović,Trčanje,2024-05-01,164,868,166,0
633,Nikola Dimitrijević,Trčanje,2024-06-08,106,177,122,0
634,Aleksa Radović,Teretana,2025-09-20,31,530,173,0
635,Ivana Aleksić,Trčanje,2024-09-01,39,317,156,0
636,Vladimir Vuković,Plivanje,2025-11-14,82,453,162,0
637,Nemanja Miladinović,Trčanje,2024-10-22,90,276,188,0
638,Petar Vasić,Trčanje,2024-11-14,15,1294,103,0
639,Vladimir Božić,Teretana,2025-10-11,85,666,77,0
640,Aleksa Ristić,Biciklizam,2025-10-31,108,890,123,0
641,Nikolina Đorđević,Biciklizam,2025-08-29,17,1125,186,0
642,Marko Petrović,Biciklizam,2024-12-09,158,491,195,0
643,Nikola Stojić,Teretana,2024-01-01,121,593,67,0
644,Ivana Ristić,Plivanje,2024-02-16,94,1484,150,0
645,Nikola Kovačević,Biciklizam,2024-02-09,22,617,184,0
646,Filip Lukić,Joga,2024-08-06,140,319,194,0
647,Vesna Matić,Teretana,2025-07-22,142,521,199,0
648,Milan Janković,Joga,2025-08-06,145,154,71,0
649,Danijel Jovanović,Trčanje,2024-12-03,88,80,152,0
650,Petar Pavlović,Biciklizam,2024-04-30,21,1392,68,0
651,Stefanija Janković,Joga,2024-11-05,38,624,141,0
652,Katarina Ristić,Trčanje,2025-01-27,24,1123,159,0
653,Jelena Dimitrijević,Trčanje,2024-04-30,51,799,172,0
654,Teodora Knežević,Teretana,2025-09-26,132,1189,98,0
655,Nemanja Stanković,Trčanje,2025-07-30,35,1333,109,0
656,Marija Ristić,Plivanje,2024-03-07,129,1394,169,0
657,Miloš Jovanović,Plivanje,2025-06-05,144,1128,79,0
658,Stefan Milošević,Joga,2024-01-28,12,389,132,0
659,Nikolina Milenković,Plivanje,2025-06-04,20,1458,162,0
660,Jelena Radović,Joga,2025-05-11,41,728,188,0
661,Stefan Dimitrijević,Plivanje,2025-02-12,91,658,134,0
662,Nikola Stanković,Teretana,2024-09-30,61,1133,64,0
663,Nemanja Knežević,Joga,2024-02-05,61,89,156,0
664,Vesna Dimitrijević,Trčanje,2024-04-05,122,297,72,0
665,Marko Milenković,Plivanje,2024-03-13,41,941,184,0
666,Ivana Nikolić,Trčanje,2025-08-22,51,1072,74,0
667,Danijel Popović,Teretana,2025-12-13,103,858,176,0
668,Stefanija Lukić,Trčanje,2024-05-10,104,1378,175,0
669,Nemanja Stojić,Biciklizam,2024-07-11,23,1183,91,0
670,Kristina Nikolić,Trčanje,2025-02-03,163,996,180,0
671,Katarina Lukić,Joga,2024-03-22,22,1262,177,0
672,Milan Milenković,Teretana,2025-04-05,32,200,64,0
673,Jelena Božić,Biciklizam,2025-01-10,16,684,67,0
674,Petar Vuković,Joga,2024-08-10,135,290,139,0
675,Marija Stojić,Biciklizam,2024-02-10,173,112,105,0
676,Jovana Božić,Teretana,2025-09-28,16,460,186,0
677,Marko Miladinović,Teretana,2024-05-01,129,387,174,0
678,Jelena Janković,Joga,2025-11-05,103,288,152,0
679,Luka Vuković,Joga,2025-07-17,146,962,113,0
680,Jelena Jovanović,Teretana,2025-09-25,114,1288,117,0
681,Petar Vukić,Joga,2024-07-24,82,424,67,0
682,Ivana Milošević,Plivanje,2024-06-17,80,229,110,0
683,Stefan Milenković,Biciklizam,2025-10-30,140,767,136,0
684,Jelena Milenković,Joga,2025-09-28,134,1443,165,0
685,Milan Đorđević,Teretana,2025-08-10,126,1207,82,0
686,Dragana Ilić,Joga,2025-06-10,52,564,63,0
687,Stefan Knežević,Joga,2024-09-01,102,755,69,0
688,Stefan Simić,Trčanje,2024-06-05,47,466,107,0
689,Miloš Ilić,Joga,2024-06-02,82,464,129,0
690,Marko Miladinović,Trčanje,2025-12-10,50,1249,127,0
691,Katarina Simić,Joga,2025-05-06,127,1126,105,0
692,Tanja Vukić,Teretana,2025-07-13,30,298,144,0
693,Luka Radović,Plivanje,2025-08-16,56,212,152,0
694,Stefan Pavlović,Teretana,2025-12-25,139,638,162,0
695,Aleksa Tadić,Trčanje,2024-11-07,74,201,175,0
696,Nikola Matić,Trčanje,2024-02-22,166,630,164,0
697,Teodora Radanović,Joga,2025-05-16,25,1246,171,0
698,Marija Jovanović,Trčanje,2024-03-01,51,1493,128,0
699,Filip Popović,Trčanje,2025-09-30,32,143,93,0
700,Milica Simić,Joga,2024-09-15,12,812,83,0
701,Vladimir Matić,Teretana,2025-06-06,62,423,130,0
702,Ivana Marković,Teretana,2025-06-24,62,1203,88,0
703,Sara Popović,Biciklizam,2025-04-02,49,505,178,0
704,Aleksa Vasić,Teretana,2024-12-07,86,1074,199,0
705,Aleksa Jovanović,Teretana,2024-11-28,32,1481,60,0
706,Dragana Jovanović,Trčanje,2024-09-08,145,494,104,0
707,Miloš Petrović,Joga,2024-02-24,36,771,185,0
708,Sara Miladinović,Trčanje,2025-12-26,175,129,153,0
709,Milan Ristić,Plivanje,2025-10-30,35,1043,171,0
710,Katarina Jovanović,Plivanje,2025-11-18,49,489,161,0
711,Milica Stanković,Plivanje,2025-09-04,56,1354,167,0
712,Jelena Ilić,Teretana,2024-07-29,157,1337,121,0
713,Marko Milošević,Teretana,2024-10-24,175,125,181,0
714,Luka Lukić,Joga,2024-03-13,105,161,145,0
715,Nikolina Simić,Joga,2024-06-28,36,922,76,0
716,Tanja Nikolić,Joga,2024-02-20,13,1108,144,0
717,Nikolina Nikolić,Plivanje,2024-08-02,22,62,143,0
718,Ivana Popović,Plivanje,2024-03-09,59,907,94,0
719,Danijel Đorđević,Teretana,2024-07-08,117,1297,135,0
720,Ivana Radanović,Joga,2024-12-23,122,521,161,0
721,Kristina Matić,Joga,2024-05-16,73,619,195,0
722,Ana Vasić,Joga,2024-03-22,130,240,159,0
723,Stefanija Ilić,Joga,2025-11-23,74,552,183,0
724,Jelena Knežević,Joga,2025-03-26,16,414,147,0
725,Miloš Pavlović,Plivanje,2024-10-11,176,179,101,0
726,Kristina Jovanović,Plivanje,2025-09-12,174,922,144,0
727,Danijel Stanković,Biciklizam,2024-08-14,172,1259,136,0
728,Stefan Aleksić,Joga,2025-01-03,75,639,86,0
729,Marko Kovačević,Trčanje,2025-03-21,180,1370,180,0
730,Stefanija Matić,Plivanje,2025-01-01,174,254,129,0
731,Nemanja Jovanović,Trčanje,2024-11-23,163,856,148,0
732,Milica Petrović,Trčanje,2024-01-02,16,118,80,0
733,Marko Jovanović,Teretana,2025-09-03,12,416,63,0
734,Ivana Jovanović,Teretana,2024-03-15,84,392,122,0
735,Jelena Vuković,Joga,2025-09-11,50,570,111,0
736,Vesna Pavlović,Teretana,2025-11-02,130,1363,165,0
737,Jelena Ristić,Joga,2024-06-13,129,1322,63,0
738,Kristina Vuković,Plivanje,2024-10-10,35,388,84,0
739,Ana Milošević,Biciklizam,2025-08-09,13,94,136,0
740,Jovana Petrović,Joga,2025-06-16,108,201,105,0
741,Teodora Stanković,Biciklizam,2025-06-09,101,690,184,0
742,Danijel Tadić,Trčanje,2025-12-04,160,1182,164,0
743,Milan Dimitrijević,Plivanje,2024-11-20,120,270,133,0
744,Ivana Milenković,Teretana,2025-05-16,28,842,198,0
745,Sara Radanović,Joga,2024-11-09,52,188,120,0
746,Nemanja Radović,Joga,2025-11-13,92,1333,99,0
747,Marko Vasić,Joga,2024-04-01,95,1106,62,0
748,Katarina Knežević,Plivanje,2025-10-28,135,114,159,0
749,Filip Milošević,Biciklizam,2025-04-01,112,1317,112,0
750,Milan Simić,Trčanje,2025-09-15,161,294,60,0
751,Luka Jovanović,Teretana,2024-01-02,98,242,133,0
752,Danijel Vasić,Trčanje,2025-07-28,95,1147,184,0
753,Milica Dimitrijević,Joga,2024-10-03,124,256,93,0
754,Luka Popović,Joga,2025-06-13,109,1199,65,0
755,Ivana Petrović,Teretana,2025-02-05,164,594,146,0
756,Teodora Dimitrijević,Trčanje,2024-09-10,74,926,74,0
757,Dragana Kovačević,Plivanje,2024-06-06,160,1187,103,0
758,Nikolina Matić,Plivanje,2025-08-01,12,1211,81,0
759,Vesna Petrović,Plivanje,2025-11-28,25,852,145,0
760,Aleksandar Aleksić,Joga,2024-11-02,132,284,61,0
761,Kristina Janković,Joga,2025-01-18,153,435,155,0
762,Vladimir Dimitrijević,Plivanje,2024-07-21,10,1397,103,0
763,Miloš Lukić,Trčanje,2025-09-01,104,694,159,0
764,Milica Tadić,Biciklizam,2024-12-26,76,1378,130,0
765,Katarina Matić,Joga,2024-03-14,97,1492,113,0
766,Miloš Đorđević,Teretana,2025-10-26,102,1227,166,0
767,Jovana Vukić,Joga,2024-02-05,58,634,171,0
768,Sara Marković,Teretana,2025-05-28,72,1248,77,0
769,Jovana Milošević,Joga,2025-09-29,93,1237,129,0
770,Stefan Božić,Biciklizam,2025-04-16,24,614,187,0
771,Vladimir Pavlović,Joga,2024-02-24,89,831,174,0
772,Ana Nikolić,Trčanje,2024-03-25,136,1471,150,0
773,Jovana Simić,Trčanje,2025-05-15,10,453,139,0
774,Nikolina Tadić,Plivanje,2025-05-18,23,1195,129,0
775,Ana Marković,Trčanje,2025-01-03,72,1280,173,0
776,Katarina Nikolić,Joga,2024-12-03,178,51,73,0
777,Sara Milenković,Joga,2024-06-11,69,69,186,0
778,Jovana Lukić,Trčanje,2024-07-04,177,342,78,0
779,Ivana Matić,Teretana,2025-06-04,115,1121,185,0
780,Milan Ilić,Joga,2024-04-09,60,647,159,0
781,Marija Kovačević,Plivanje,2024-08-25,131,1493,60,0
782,Milan Stanković,Teretana,2025-10-22,62,493,77,0
783,Aleksandar Popović,Joga,2024-04-08,94,635,107,0
784,Ana Milenković,Joga,2024-12-04,116,596,129,0
785,Miloš Vuković,Joga,2024-06-06,97,389,113,0
786,Jelena Petrović,Trčanje,2025-01-24,136,1025,139,0
787,Danijel Nikolić,Joga,2024-04-15,159,170,69,0
788,Aleksandar Nikolić,Joga,2025-08-12,18,138,150,0
789,Tanja Stanković,Plivanje,2024-11-19,59,395,65,0
790,Tanja Knežević,Teretana,2024-01-22,35,1150,171,0
791,Katarina Tadić,Joga,2024-02-17,12,1362,74,0
792,Nemanja Ilić,Plivanje,2024-04-30,40,395,66,0
793,Petar Stanković,Teretana,2025-09-10,11,365,129,0
794,Marko Janković,Teretana,2025-08-24,123,261,177,0
795,Jovana Marković,Biciklizam,2025-05-06,60,1358,116,0
796,Marko Lukić,Teretana,2024-01-14,21,1312,185,0
797,Ivana Janković,Joga,2024-04-19,98,1226,179,0
798,Nikola Knežević,Joga,2024-05-07,131,419,118,0
799,Ivana Kovačević,Joga,2025-08-01,11,551,129,0
800,Aleksa Marković,Trčanje,2024-11-04,156,374,136,0
801,Luka Vukić,Joga,2024-07-27,164,1185,97,0
802,Tanja Popović,Teretana,2024-03-24,131,186,140,0
803,Dragana Radanović,Joga,2024-06-12,105,867,162,0
804,Ana Aleksić,Joga,2025-01-10,82,388,175,0
805,Jovana Jovanović,Joga,2024-01-20,63,363,192,0
806,Teodora Vukić,Joga,2025-03-18,178,757,118,0
807,Aleksandar Milošević,Plivanje,2024-05-27,94,421,130,0
808,Danijel Dimitrijević,Trčanje,2024-09-17,31,57,84,0
809,Marko Knežević,Biciklizam,2024-01-02,125,902,182,0
810,Milan Jovanović,Trčanje,2025-11-15,74,936,104,0
811,Stefanija Stojić,Teretana,2025-03-01,27,823,62,0
812,Aleksa Vukić,Teretana,2024-09-23,67,980,197,0
813,Danijel Vukić,Teretana,2024-05-29,24,828,149,0
814,Aleksandar Ilić,Trčanje,2025-04-29,130,735,133,0
815,Aleksandar Tadić,Joga,2024-04-07,48,1372,142,0
816,Marko Knežević,Teretana,2025-01-27,23,751,109,0
817,Danijel Ristić,Biciklizam,2024-12-19,21,1103,191,0
818,Ana Đorđević,Plivanje,2024-02-04,74,62,116,0
819,Milan Petrović,Biciklizam,2024-01-25,21,860,152,0
820,Nikola Aleksić,Plivanje,2025-03-21,76,530,161,0
821,Ivana Ilić,Joga,2025-09-23,126,1244,153,0
822,Nikolina Radović,Teretana,2025-01-25,122,1276,131,0
823,Kristina Božić,Joga,2025-01-31,141,136,72,0
824,Marko Nikolić,Trčanje,2025-10-03,20,73,192,0
825,Stefanija Knežević,Trčanje,2025-12-17,44,781,144,0
